mcscore,scscore,processor,frequency,maximumfrequency,cores,threads,tdp,gpu,codename,package
3306,948,Intel Core i5-9300H,2400 MHz,4100 MHz,4,8,45 W,Intel UHD Graphics 630,Coffee Lake,Socket 1440 FCBGA
3304,875,Intel Xeon E3-1230 v3,3300 MHz,3700 MHz,4,8,80 W,,Haswell,Socket 1150 LGA
3303,912,Intel Core i7-4790S,3200 MHz,4000 MHz,4,8,65 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
3302,902,AMD Ryzen 3 5300U,2600 MHz,3800 MHz,4,8,15 W,AMD Radeon RX Vega 6,Lucienne,Socket FP6
3287,1059,Intel Core i3-9100,3600 MHz,4200 MHz,4,4,65 W,Intel UHD Graphics 630,Coffee Lake,FCLGA1151
3280,909,Intel Core i7-4940MX,3100 MHz,4000 MHz,4,8,57 W,Intel HD Graphics 4600,Haswell,Socket 947 rPGA
3278,510,Intel Xeon E5-2630L v2,2400 MHz,2800 MHz,6,12,60 W,,Ivy Bridge EP,FCLGA2011
3269,935,Intel Core i5-8300H,2300 MHz,4000 MHz,4,8,45 W,Intel UHD Graphics 630,Coffee Lake,FCBGA1440
3267,849,Intel Xeon E3-1290 v2,3700 MHz,4100 MHz,4,8,87 W,,Ivy Bridge,FCLGA1155
3260,842,Intel Xeon E3-1535M v5,2900 MHz,3800 MHz,4,8,45 W,Intel HD Graphics P530,Skylake,Socket 1440 FCBGA
3251,645,Intel Xeon E5-2623 v4,2600 MHz,3200 MHz,4,8,85 W,,Broadwell,FCLGA2011-3
3249,553,Intel Xeon X5670,2930 MHz,3330 MHz,6,12,95 W,,Westmere-EP,Socket 1366 LGA
3239,854,Intel Xeon E3-1505M v5,2800 MHz,3700 MHz,4,8,45 W,Intel HD Graphics P530,Skylake,FCBGA1440
3234,560,Intel Xeon E5-2430 v2,2500 MHz,3000 MHz,6,12,80 W,,Ivy Bridge EN,FCLGA1356
3233,888,Intel Core i7-6700T,2800 MHz,3600 MHz,4,8,35 W,Intel HD Graphics 530,Skylake,FCLGA1151
3229,959,Intel Core i3-8100B,3600 MHz,,4,4,,,,
3226,573,Intel Xeon X5675,3070 MHz,3460 MHz,6,12,95 W,,Westmere-EP,Socket 1366 LGA
3225,845,AMD Ryzen 5 2400G,3600 MHz,3900 MHz,4,8,65 W,Radeon RX Vega 11 Graphics,Raven Ridge,AM4
3224,1040,Intel Core i3-9100F,3600 MHz,4200 MHz,4,4,65 W,,Coffee Lake,Socket 1151 LGA
3215,872,Intel Core i7-4770S,3100 MHz,3900 MHz,4,8,65 W,Intel HD Graphics 4600,Haswell,FCLGA1150
3212,515,Intel Xeon E5-2420 v2,2200 MHz,2700 MHz,6,12,80 W,,Ivy Bridge EN,FCLGA1356
3207,987,Intel Core i5-4690K,3500 MHz,3900 MHz,4,4,88 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
3206,852,Intel Core i7-7700HQ,2800 MHz,3800 MHz,4,8,45 W,Intel HD Graphics 630,Kaby Lake,FCBGA1440
3194,816,Intel Core i7-4860HQ,2400 MHz,3600 MHz,4,8,47 W,Intel Iris Pro Graphics 5200,Crystal Well,Socket 1364 BGA
3177,881,Intel Core i7-4980HQ,2800 MHz,4000 MHz,4,8,47 W,Intel Iris Pro Graphics 5200,Haswell,FCBGA1364
3169,653,Intel Xeon E5-2637 v2,3500 MHz,3800 MHz,4,8,130 W,,Ivy Bridge EP,FCLGA2011
3160,591,Intel Xeon W3670,3200 MHz,3460 MHz,6,12,130 W,,Westmere-EP,Socket 1366 LGA
3155,863,Intel Core i7-4870HQ,2500 MHz,3700 MHz,4,8,47 W,Intel Iris Pro Graphics 5200,Haswell,FCBGA1364
3155,867,Intel Core i7-6700TE,2400 MHz,3400 MHz,4,8,35 W,Intel HD Graphics 530,Skylake,FCLGA1151
3148,733,Intel Xeon E5-2667 v3,3200 MHz,3600 MHz,8,8,135 W,,"Gainestown, Haswell-E/EP, Ivy Bridge, Sandy Bridge-EP/EX","Socket 1366 LGA, Socket 2011 LGA"
3145,791,AMD Ryzen 5 1400,3200 MHz,3400 MHz,4,8,65 W,,Summit Ridge,Socket AM4 (1331)
3141,813,Intel Xeon E3-1270 V2,3500 MHz,,4,8,69 W,,Ivy Bridge,Socket 1155 LGA
3141,642,AMD FX-9590,4700 MHz,5000 MHz,8,8,220 W,,Vishera,Socket AM3+
3141,811,AMD Ryzen 7 3750H,2300 MHz,4000 MHz,4,8,35 W,Radeon RX Vega 10,Picasso,FP5
3140,826,Intel Core i7-6820HQ,2700 MHz,3600 MHz,4,8,45 W,Intel HD Graphics 530,Skylake,FCBGA1440
3131,810,Intel Core i7-2600K,3400 MHz,3800 MHz,4,8,95 W,Intel HD Graphics 3000,Sandy Bridge,LGA1155
3125,907,Intel Xeon E3-1275L v3,2700 MHz,3900 MHz,4,8,45 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,FCLGA1150
3124,820,Intel Core i5-8305G ,2800 MHz,3800 MHz,4,8,65 W,Intel HD Graphics 630,Kaby Lake G,BGA2270
3121,881,Intel Core i7-4930MX,3000 MHz,3900 MHz,4,8,57 W,Intel HD Graphics 4600,Haswell,Socket 947 rPGA
3121,792,Intel Xeon E3-1280 V2,3600 MHz,4000 MHz,4,8,69 W,,Ivy Bridge,Socket 1155 LGA
3120,540,Intel Xeon X5660,2800 MHz,3200 MHz,6,12,95 W,,Westmere-EP,Socket 1366 LGA
3119,958,Intel Core i5-4670K,3400 MHz,3800 MHz,4,4,84 W,Intel HD Graphics 4600,Haswell,FCLGA1150
3113,1231,Intel Core i5-1145G7E,1500 MHz,4100 MHz,4,8,15 W,Intel Iris Xe Graphics,Tiger Lake,Socket 1449 FCBGA
3111,802,Intel Core i7-4850HQ,2300 MHz,3500 MHz,4,8,47 W,Intel Iris Pro Graphics 5200,Crystal Well,FCBGA1364
3106,733,Intel Core i7-3820,3600 MHz,3800 MHz,4,8,130 W,,Sandy Bridge E,FCLGA2011
3105,559,Intel Core i7-970,3200 MHz,3460 MHz,6,12,130 W,,Gulftown,FCLGA1366
3105,736,Intel Xeon E5-1620,3600 MHz,3800 MHz,4,8,130 W,,Sandy Bridge-EP,Socket 2011 LGA
3100,957,Intel Core i5-6600,3300 MHz,3900 MHz,4,4,65 W,Intel HD Graphics 530,Skylake,FCLGA1151
3095,830,Intel Core i7-6770HQ,2600 MHz,3500 MHz,4,8,45 W,Intel Iris Pro Graphics 580,Skylake,FCBGA1440
3088,499,Intel Xeon E5-2630,2300 MHz,2800 MHz,6,12,95 W,,Sandy Bridge-EP,Socket 2011 LGA
3087,993,AMD Ryzen 3 2300X,3500 MHz,4000 MHz,4,4,65 W,,Pinnacle Ridge,Socket AM4 (1331)
3073,733,Intel Xeon E5-1620 v2,3700 MHz,3900 MHz,4,8,130 W,,Ivy Bridge,FCLGA2011
3071,797,Intel Core i7-6700HQ,2600 MHz,3500 MHz,4,8,45 W,Intel HD Graphics 530,Skylake,FCBGA1440
3071,959,Intel Core i5-7500,3400 MHz,3800 MHz,4,4,65 W,Intel HD Graphics 630,Kaby Lake,Socket 1151 LGA
3070,800,Intel Core i7-3770,3400 MHz,3900 MHz,4,8,77 W,Intel HD Graphics 4000,Ivy Bridge,FCLGA1155
3056,506,Intel Xeon X5650,2670 MHz,3060 MHz,6,12,95 W,,Westmere-EP,Socket 1366 LGA
3048,945,Intel Core i3-8300,3700 MHz,,4,4,62 W,Intel UHD Graphics 630,Coffee Lake,FCLGA1151
3047,917,Intel Xeon E3-1225 v5,3300 MHz,3700 MHz,4,4,80 W,Intel HD Graphics P530,Skylake,Socket 1151 LGA
3031,773,Intel Xeon E3-1245 V2,3400 MHz,3800 MHz,4,8,77 W,,Ivy Bridge,Socket 1155 LGA
3031,797,Intel Core i7-3940XM,3000 MHz,3900 MHz,4,8,55 W,Intel HD Graphics 4000,Ivy Bridge,Socket 988B rPGA
3027,885,Intel Core i7-4790T,2700 MHz,3900 MHz,4,8,45 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
3020,785,Intel Core i7-4770HQ,2200 MHz,3400 MHz,4,8,47 W,Intel Iris Pro Graphics 5200,Haswell,FCBGA1364
3019,490,Intel Xeon E5-2620 v2,2100 MHz,2600 MHz,6,12,80 W,,Ivy Bridge EP,FCLGA2011
3018,796,Intel Core i7-2700K,3500 MHz,3900 MHz,4,8,95 W,Intel HD Graphics 3000,Sandy Bridge,LGA1155
3015,939,Intel Core i3-8100,3600 MHz,,4,4,65 W,Intel UHD Graphics 630,Coffee Lake,Socket 1151 LGA
3001,848,Intel Core i7-4900MQ,2800 MHz,3800 MHz,4,8,47 W,Intel HD Graphics 4600,Haswell,FCPGA946
2994,940,Intel Core i5-7600T,2800 MHz,3700 MHz,4,4,35 W,Intel HD Graphics 630,Kaby Lake,FCLGA1151
2992,328,AMD Opteron 6376,2300 MHz,2600 MHz,16,16,115 W,,Interlagos,Socket G34 (1974)
2987,779,Intel Xeon E3-1240 v2,3400 MHz,3800 MHz,4,8,69 W,,Ivy Bridge,Socket 1155 LGA
2966,463,Intel Xeon E5645,2400 MHz,2670 MHz,6,12,80 W,,Westmere-EP,Socket 1366 LGA
2964,760,Intel Xeon E3-1230V2,3300 MHz,3700 MHz,4,8,69 W,,Ivy Bridge,Socket 1155 LGA
2961,463,Intel Xeon L5640,2270 MHz,2800 MHz,6,12,60 W,,,
2959,931,Intel Xeon E3-1225 v6,3300 MHz,3700 MHz,4,4,73 W,Intel HD Graphics P630,Kaby Lake,Socket 1151 LGA
2955,658,Intel Xeon E5-2643,3300 MHz,3500 MHz,4,8,130 W,,Sandy Bridge-EP,Socket 2011 LGA
2951,474,Intel Xeon E5649,2530 MHz,2930 MHz,6,12,80 W,,Westmere-EP,"Socket 1366 LGA, Socket 775 LGA"
2948,436,Intel Xeon E5-2650L,1800 MHz,2300 MHz,8,16,70 W,,Sandy Bridge-EP,Socket 2011 LGA
2939,957,Intel Core i7-10510U,1800 MHz,4900 MHz,4,8,15 W,Intel UHD Graphics,Comet Lake,FCBGA1528
2938,474,Intel Xeon E5-2630L,2000 MHz,2500 MHz,6,12,60 W,,Sandy Bridge-EP,Socket 2011 LGA
2929,788,Intel Xeon E3-1505M v6,3000 MHz,4000 MHz,4,8,45 W,Intel HD Graphics P630,Kaby Lake,Socket 1440 FCBGA
2924,674,Intel Xeon,2200 MHz,,4,8,,,Broadwell-E/EP,Socket 2011 LGA
2923,945,Intel Core i5-10210U,1600 MHz,4200 MHz,4,8,15 W,Intel UHD,Comet Lake,FCBGA1528
2917,443,Intel Xeon E5-2609 v4,1700 MHz,,8,8,85 W,,Broadwell,FCLGA2011-3
2907,910,Intel Core i5-4690,3500 MHz,3900 MHz,4,4,84 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
2901,834,Intel Core i5-5575R,2800 MHz,3300 MHz,4,4,65 W,Intel Iris Pro Graphics 6200,Broadwell,FCBGA1364
2900,822,Intel Core i7-4770T,2500 MHz,3700 MHz,4,8,45 W,Intel HD Graphics 4600,Haswell,FCLGA1150
2899,822,Intel Core i7-4810MQ,2800 MHz,3800 MHz,4,8,47 W,Intel HD Graphics 4600,Haswell,FCPGA946
2896,767,Intel Core i7-3770S,3100 MHz,3900 MHz,4,8,65 W,,Ivy Bridge,FCLGA1155
2895,751,Intel Core i7-3840QM,2800 MHz,3800 MHz,4,8,45 W,Intel HD Graphics 4000,Ivy Bridge,FCPGA988
2894,831,Intel Core i7-5700HQ,2700 MHz,3500 MHz,4,8,47 W,,Broadwell,FCBGA1364
2892,894,Intel Core i5-6500,3200 MHz,3600 MHz,4,4,65 W,Intel HD Graphics 530,Skylake,FCLGA1151
2876,887,AMD Ryzen 3 1300X,3500 MHz,3700 MHz,4,4,65 W,,Summit Ridge,Socket AM4 (1331)
2874,893,Intel Core i5-4670,3400 MHz,3800 MHz,4,4,84 W,Intel HD Graphics 4600,Haswell,FCLGA1150
2872,809,Intel Xeon E5-1607 v4,3100 MHz,,4,4,140 W,,Broadwell,FCLGA2011-3
2870,802,Intel Core i7-4800MQ,2700 MHz,3700 MHz,4,8,47 W,Intel HD Graphics 4600,Haswell,FCPGA946
2869,592,AMD FX-9370,4400 MHz,4700 MHz,8,8,220 W,,Vishera,Socket AM3+ (942)
2866,857,Intel Xeon E3-1220 v5,3000 MHz,3500 MHz,4,4,80 W,,Skylake,Socket 1151 LGA
2863,845,Intel Core i5-5675R,3100 MHz,3600 MHz,4,4,65 W,Intel Iris Pro Graphics 6200,Broadwell,FCBGA1364
2854,872,Intel Xeon E3-1220 v6,3000 MHz,3500 MHz,4,4,72 W,,Kaby Lake,Socket 1151 LGA
2849,859,Intel Xeon E3-1265L v3,2500 MHz,3700 MHz,4,8,45 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,Socket 1150 LGA
2845,713,Intel Xeon E3-1275 v2,3500 MHz,3900 MHz,4,8,77 W,,Ivy Bridge,Socket 1155 LGA
2845,685,Intel Xeon E3-1290,3600 MHz,4000 MHz,4,8,95 W,,Sandy Bridge,FCLGA1155
2839,891,Intel Core i5-6600T,2700 MHz,3500 MHz,4,4,35 W,Intel HD Graphics 530,Skylake,Socket 1151 LGA
2826,872,AMD Ryzen 3 3200G,3600 MHz,4000 MHz,4,4,65 W,Radeon Vega 8,Picasso,AM4
2823,480,Intel Xeon E5-2430,2200 MHz,2700 MHz,6,12,95 W,,Sandy Bridge-EN,FCLGA1356
2822,901,AMD Ryzen 3 PRO 1300,3500 MHz,3700 MHz,4,4,65 W,,Summit Ridge,AM4
2818,763,Intel Core i7-4712MQ,2300 MHz,3300 MHz,4,8,37 W,Intel HD Graphics 4600,Haswell,FCPGA946
2814,914,Intel Core i3-9100T,3100 MHz,3700 MHz,4,4,35 W,Intel UHD Graphics 630,Coffee Lake,Socket 1151 LGA
2808,906,Intel Core i5-4690S,3200 MHz,3900 MHz,4,4,65 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
2808,880,Intel Core i5-7400,3000 MHz,3500 MHz,4,4,65 W,Intel HD Graphics 630,Kaby Lake,Socket 1151 LGA
2808,871,Intel Xeon E3-1226 v3,3300 MHz,3700 MHz,4,4,84 W,,"Haswell, Haswell-WS",Socket 1150 LGA
2806,852,Intel Xeon E3-1225 v3,3200 MHz,3600 MHz,4,4,84 W,,Haswell,Socket 1150 LGA
2802,1019,Intel Core i7-1060NG7,1200 MHz,3800 MHz,4,8,10 W,Intel Iris Plus,Ice Lake,
2801,868,Intel Core i5-4590,3300 MHz,3700 MHz,4,4,84 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
2796,736,Intel Xeon E3-1270,3400 MHz,3800 MHz,4,8,80 W,,Sandy Bridge,Socket 1155 LGA
2796,768,AMD Ryzen 5 3550H,2100 MHz,3700 MHz,4,8,35 W,Radeon Vega 8,Raven Ridge,Socket FP5
2795,834,Intel Core i5-3570K,3400 MHz,3800 MHz,4,4,77 W,Intel HD Graphics 4000,Ivy Bridge,FCLGA1155
2795,460,Intel Xeon E5-2620,2000 MHz,2500 MHz,6,12,95 W,,Sandy Bridge-EP,Socket 2011 LGA
2775,566,AMD FX-8350,4000 MHz,4200 MHz,8,8,125 W,,Vishera,Socket AM3+
2773,700,Intel Xeon E3-1280,3500 MHz,3900 MHz,4,8,95 W,,Sandy Bridge-EP,Socket 1155 LGA
2771,794,Intel Core i7-4720HQ,2600 MHz,3600 MHz,4,8,47 W,Intel HD Graphics 4600,Haswell,FCBGA1364
2761,721,Intel Core i7-3820QM,2700 MHz,3700 MHz,4,8,45 W,Intel HD Graphics 4000,Ivy Bridge,"FCBGA1224, FCPGA988"
2760,875,Intel Xeon E3-1285L v3,3100 MHz,3900 MHz,4,8,65 W,,Haswell,Socket 1150 LGA
2757,875,AMD Ryzen 3 4300U,2700 MHz,3700 MHz,4,4,15 W,AMD Radeon Vega 5,Renoir,Socket FP5
2755,877,Intel Core i5-7440HQ,2800 MHz,3800 MHz,4,4,45 W,Intel HD Graphics 630,Kaby Lake,BGA1440
2754,565,AMD FX-8370,4000 MHz,4300 MHz,8,8,125 W,,Vishera,Socket AM3+ (942)
2751,754,Intel Core i7-4785T,2200 MHz,3200 MHz,4,8,35 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
2751,751,AMD Ryzen 7 3780U Microsoft Surface Edition,2300 MHz,4000 MHz,4,8,15 W,Radeon RX Vega 11 ,Picasso,Socket FP5
2749,844,Intel Core i5-2550K,3400 MHz,3800 MHz,4,4,95 W,,Sandy Bridge,LGA1155
2745,860,Intel Core i5-4590S,3000 MHz,3700 MHz,4,4,65 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
2744,972,Intel Core i5-1030NG7,1100 MHz,3500 MHz,4,8,10 W,Intel Iris Plus,Ice Lake,
2743,757,Intel Core i7-4700HQ,2400 MHz,3400 MHz,4,8,47 W,Intel HD Graphics 4600,Haswell,FCBGA1364
2739,726,Intel Core i7-2600,3400 MHz,3800 MHz,4,8,95 W,Intel HD Graphics 2000,Sandy Bridge,LGA1155
2724,929,Intel Core i7-8650U,1900 MHz,4200 MHz,4,8,15 W,Intel UHD Graphics 620,Kaby Lake R,Socket 1356 FCBGA
2721,781,Intel Xeon E3-1268L v3,2300 MHz,,4,8,,,Haswell,Socket 1150 LGA
2719,841,Intel Core i5-4570,3200 MHz,3600 MHz,4,4,84 W,Intel HD Graphics 4600,Haswell,FCLGA1150
2714,762,Intel Core i7-4710MQ,2500 MHz,3500 MHz,4,8,47 W,Intel HD Graphics 4600,Haswell,Socket 947 rPGA
2711,837,AMD Ryzen 3 2200G,3500 MHz,3700 MHz,4,4,65 W,Radeon Vega 8 Graphics,Raven Ridge,AM4
2704,860,Intel Core i5-4670S,3100 MHz,3800 MHz,4,4,65 W,Intel HD Graphics 4600,Haswell,FCLGA1150
2701,747,Intel Xeon E5-1607 v3,3100 MHz,,4,4,140 W,,Haswell,FCLGA2011-3
2700,1215,Intel Core i3-7350K,4200 MHz,,2,4,60 W,Intel HD Graphics 630,Kaby Lake,Socket 1151 LGA
2699,763,Intel Core i7-4710HQ,2500 MHz,3500 MHz,4,8,47 W,Intel HD Graphics 4600,Haswell,FCBGA1364
2696,839,Intel Core i5-7500T,2700 MHz,3300 MHz,4,4,35 W,Intel HD Graphics 630,Kaby Lake,FCLGA1151
2695,543,Intel Xeon X5570,2930 MHz,3330 MHz,4,8,95 W,,Gainestown,Socket 1366 LGA
2683,824,Intel Xeon E3-1220 v3,3100 MHz,3500 MHz,4,4,80 W,,Haswell,Socket 1150 LGA
2682,847,Intel Core i5-7300HQ,2500 MHz,3500 MHz,4,4,45 W,Intel HD Graphics 630,Kaby Lake,Socket 1440 FCBGA
2665,692,Intel Core i7-3720QM,2600 MHz,3600 MHz,4,8,45 W,Intel HD Graphics 4000,Ivy Bridge,"FCBGA1224, FCPGA988"
2663,830,Intel Core i5-6400,2700 MHz,3300 MHz,4,4,65 W,Intel HD Graphics 530,Skylake,FCLGA1151
2662,820,AMD Ryzen 3 1200,3100 MHz,3400 MHz,4,4,65 W,,Summit Ridge,Socket AM4 (1331)
2662,700,Intel Xeon E3-1230L v3,1800 MHz,2800 MHz,4,8,25 W,,Haswell,FCLGA1150
2657,817,Intel Core i3-8100T,3100 MHz,,4,4,35 W,Intel UHD Graphics 630,Coffee Lake,FCLGA1151
2656,724,Intel Core i7-4750HQ,2000 MHz,3200 MHz,4,8,47 W,Intel Iris Pro Graphics 5200,Crystal Well,FCBGA1364
2650,681,Intel Xeon E3-1235,3200 MHz,3600 MHz,4,8,95 W,,Sandy Bridge,Socket 1155 LGA
2645,751,Intel Core i7-4700MQ,2400 MHz,3400 MHz,4,8,47 W,Intel HD Graphics 4600,Haswell,FCPGA946
2644,714,Intel Core i7-4702HQ,2200 MHz,3200 MHz,4,8,37 W,Intel HD Graphics 4600,Haswell,FCBGA1364
2642,700,Intel Xeon E3-1245,3300 MHz,,4,8,95 W,,Sandy Bridge,Socket 1155 LGA
2632,682,Intel Core i7-3770T,2500 MHz,3700 MHz,4,8,45 W,Intel HD Graphics 4000,Ivy Bridge,FCLGA1155
2623,631,Intel Xeon X5677,3470 MHz,3730 MHz,4,8,130 W,,Westmere-EP,Socket 1366 LGA
2622,447,Intel Xeon E5-2420,1900 MHz,2400 MHz,6,12,95 W,,Sandy Bridge-EN,Socket 2011 LGA
2622,878,Intel Core i7-8550U,1800 MHz,4000 MHz,4,8,15 W,Intel UHD Graphics 620,Kaby Lake R, FC-BGA1356
2621,817,Intel Core i5-6440HQ,2600 MHz,3500 MHz,4,4,45 W,Intel HD Graphics 530,Skylake,Socket 1440 FCBGA
2617,822,Intel Core i5-4570S,2900 MHz,3600 MHz,4,4,65 W,Intel HD Graphics 4600,Haswell,FCLGA1150
2611,794,Intel Core i5-2500K,3300 MHz,3700 MHz,4,4,95 W,Intel HD Graphics 3000,Sandy Bridge,LGA1155
2605,703,Intel Xeon E3-1240,3300 MHz,3700 MHz,4,8,80 W,,Sandy Bridge,Socket 1155 LGA
2600,738,AMD Ryzen 7 PRO 3700U,2300 MHz,4000 MHz,4,8,15 W,Radeon Vega 10,Picasso,Socket FP5
2599,721,AMD Ryzen 7 3700U,2300 MHz,4000 MHz,4,8,15 W,Radeon RX Vega 10,Picasso,FP5
2597,813,Intel Core i5-6402P,2800 MHz,3400 MHz,4,4,65 W,Intel HD Graphics 510,Skylake,Socket 1151 LGA
2597,740,AMD Ryzen 5 PRO 2500U,2000 MHz,3600 MHz,4,8,15 W,Radeon Vega 8,Raven Ridge,Socket FP5
2593,655,Intel Core i7-3610QE,2300 MHz,3300 MHz,4,8,45 W,Intel HD Graphics 4000,Ivy Bridge,FCPGA988
2588,811,AMD Ryzen 3 PRO 1200,3100 MHz,3400 MHz,4,4,65 W,,Summit Ridge,Socket AM4 (1331)
2573,678,Intel Core i7-3740QM,2700 MHz,3700 MHz,4,8,45 W,Intel HD Graphics 4000,Ivy Bridge,FCPGA988
2564,715,Intel Core i7-4702MQ,2200 MHz,3200 MHz,4,8,37 W,Intel HD Graphics 4600,Haswell,FCPGA946
2562,673,Intel Xeon E3-1230,3200 MHz,3600 MHz,4,8,80 W,,Sandy Bridge,Socket 1155 LGA
2560,800,Intel Core i5-4460,3200 MHz,3400 MHz,4,4,84 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
2553,715,AMD Ryzen 7 PRO 2700U,2200 MHz,3800 MHz,4,8,15 W,Radeon Vega 10,Raven Ridge PRO,BGA (FP5)
2547,462,Intel Xeon E5-2609 v3,1900 MHz,,6,6,85 W,,"Haswell-E/EP, Sandy Bridge-EP/EX",Socket 2011 LGA
2539,645,Intel Core i7-3615QM,2300 MHz,3300 MHz,4,8,45 W,Intel HD Graphics 4000,Ivy Bridge,FCBGA1224
2534,686,Intel Core i7-4765T,2000 MHz,3000 MHz,4,8,35 W,Intel HD Graphics 4600,Haswell,FCLGA1150
2531,517,AMD Phenom II X6 1100T Black Edition,3700 MHz,3700 MHz,6,6,125 W,,Thuban,Socket AM3 (938)
2530,809,Intel Core i4-4690T ,2500 MHz,3500 MHz,4,4,45 W,Intel HD Graphics 4600,Haswell,FCLGA1150
2527,773,Intel Core i5-3570,3400 MHz,3800 MHz,4,4,77 W,,Ivy Bridge,FCLGA1155
2515,758,Intel Core i5-3550,3300 MHz,3700 MHz,4,4,77 W,Intel HD Graphics 2500,Ivy Bridge,FCLGA1155
2504,721,AMD Ryzen 5 PRO 3500U,2100 MHz,3700 MHz,4,8,15 W,Radeon Vega 8,Picasso,Socket FP5
2503,692,AMD Ryzen 5 3580U Microsoft Surface Edition,2100 MHz,3700 MHz,4,8,15 W,Radeon Vega 9,Picasso,Socket FP5
2499,646,Intel Core i7-3630QM,2400 MHz,3400 MHz,4,8,45 W,Intel HD Graphics 4000,Ivy Bridge,FCPGA988
2498,525,AMD FX-8320,3500 MHz,3700 MHz,8,8,125 W,,Vishera,Socket AM3+
2494,719,Intel Core i5-4570R,2700 MHz,3200 MHz,4,4,65 W,Intel Iris Pro Graphics 5200,Crystal Well,FCBGA1364
2486,708,AMD Ryzen 5 3500U,2100 MHz,3700 MHz,4,8,15 W,Radeon Vega 8,Raven Ridge,FP5
2482,780,Intel Core i5-6500T,2500 MHz,3100 MHz,4,4,35 W,Intel HD Graphics 530,Skylake,Socket 1151 LGA
2474,776,Intel Core i5-4440,3100 MHz,3300 MHz,4,4,84 W,Intel HD Graphics 4600,Haswell,FCLGA1150
2472,371,AMD Opteron 6276,2300 MHz,2600 MHz,16,16,115 W,,Interlagos,Socket G34 (1974)
2470,463,Intel Xeon E5-2603 v4,1700 MHz,,6,6,85 W,,Broadwell,FCLGA2011-3
2463,693,Intel Core i7-4700EQ,2400 MHz,3400 MHz,4,8,47 W,Intel HD Graphics 4600,Haswell,FCBGA1364
2454,675,Intel Core i7-4712HQ,2300 MHz,3300 MHz,4,8,37 W,Intel HD Graphics 4600,Haswell,FCBGA1364
2452,754,Intel Core i5-4430,3000 MHz,3200 MHz,4,4,84 W,Intel HD Graphics 4600,Haswell,FCLGA1150
2448,614,Intel Xeon W3580,3330 MHz,3600 MHz,4,8,130 W,,Bloomfield,Socket 1366 LGA
2448,769,Intel Core i5-6500TE ,2300 MHz,3300 MHz,4,4,35 W,Intel HD Graphics 530,Skylake,FCLGA1151
2447,621,Intel Core i7-3610QM,2300 MHz,3300 MHz,4,8,45 W,Intel HD Graphics 4000,Ivy Bridge,FCPGA988
2447,744,Intel Xeon E3-1225 V2,3200 MHz,3600 MHz,4,4,77 W,,Ivy Bridge,Socket 1155 LGA
2446,768,Intel Core i5-7400T,2400 MHz,3000 MHz,4,4,35 W,Intel HD Graphics 630,Kaby Lake,FCLGA1151
2436,1162,Intel Core i3-1115G4,3000 MHz,4100 MHz,2,4,,Intel UHD Graphics,Tiger Lake,FCBGA1449
2425,765,Intel Core i7-8665U,1900 MHz,4800 MHz,4,8,15 W,Intel UHD Graphics 620,Whiskey Lake,Socket 1356 FCBGA
2419,504,Intel Xeon X5550,2670 MHz,3060 MHz,4,8,95 W,,Gainestown,Socket 1366 LGA
2419,638,Intel Core i5-8365U,1600 MHz,4100 MHz,4,8,15 W,Intel UHD Graphics 620,Whiskey Lake,Socket 1356 FCBGA
2413,597,Intel Core i7-975,3330 MHz,3600 MHz,4,8,130 W,,Bloomfield,FCLGA1366
2412,744,Intel Core i5-6300HQ,2300 MHz,3200 MHz,4,4,45 W,Intel HD Graphics 530,Skylake,FCBGA1440
2409,732,Intel Core i5-3470,3200 MHz,3600 MHz,4,4,77 W,Intel HD Graphics 2500,Ivy Bridge,FCLGA1155
2409,528,AMD FX-8300,3300 MHz,4200 MHz,8,8,95 W,,Vishera,Socket AM3+ (942)
2406,625,Intel Core i7-3635QM,2400 MHz,3400 MHz,4,8,45 W,Intel HD Graphics 4000,Ivy Bridge,Socket 988B rPGA
2405,677,Intel Core i7-2960XM,2700 MHz,3700 MHz,4,8,55 W,Intel HD Graphics 3000,Sandy Bridge,Socket 988B rPGA
2396,652,AMD Ryzen 7 2700U,2200 MHz,3800 MHz,4,8,15 W,Radeon RX Vega 10 Graphics,Raven Ridge,FP5
2386,750,Intel Core i5-3570S,3100 MHz,3800 MHz,4,4,65 W,Intel HD Graphics 2500,Ivy Bridge,FCLGA1155
2377,764,Intel Core i5-4460S,2900 MHz,3400 MHz,4,4,65 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
2376,705,Intel Xeon E3-1220 v2,3100 MHz,3500 MHz,4,4,69 W,,Ivy Bridge,Socket 1155 LGA
2374,506,AMD FX-8150,3600 MHz,3900 MHz,8,8,125 W,,Zambezi,Socket AM3+
2368,569,Intel Xeon X5667,3070 MHz,3460 MHz,4,8,95 W,,Westmere-EP,Socket 1366 LGA
